item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel
Galen Rowell's Vision: The Art of Adventure Photography [Paperback]		0528IHEXEI3	382	4.99	1	2011-05-28 13:40:23 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Cover has a small crease lower right. Fast Shipping! 100% Satisfaction Guaranteed!	2				0871563576			1	Domestic		0871563576			0	DEFAULT
Secret Strength: For Those Who Search by Tada, Joni Eareckson		0528IHEXELF	383	6.99	1	2011-05-28 13:40:25 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0880705906			2	Domestic		0880705906			0	DEFAULT
Thrones, Dominations: A Lord Peter Wimsey / Harriet Vane Mystery		0528IHEXF9L	386	4.99	1	2011-05-28 13:40:36 PDT		y	2		Stated First U.S. Edition; February 1998. Nice gently read copy. Dust jacket has sone minor edge and corner wear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0312181965			2	Domestic		0312181965			0	DEFAULT
Advances in the Treatment of Posttraumatic Stress Disorder: Cognitive-Behavio...		0528IHEXFEL	387	18.05	1	2011-05-28 13:40:39 PDT		y	2		Back cover has a minor dent about 1" long. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0826120474			1	Domestic		0826120474			0	DEFAULT
Scorpion in the Sea: The Goldsborough Incident by Deutermann, P. T.		0528IHEXFIR	388	95.62	1	2011-05-28 13:40:41 PDT		y	2		Remainder mark on bottom edge of book 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0913969494			1	Domestic		0913969494			0	DEFAULT
Blowing Smoke: Being a Compendium of Amusing Anecdotes, Witty Ripostes, and L...		0530II0F2MR	395	4.99	1	2011-05-29 20:46:20 PDT		y	2		Gently read. Looks new. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0761510982			2	Domestic		0761510982			0	DEFAULT
Macroeconomics (10th Edition) by Gordon, Robert J.		0530II0F3FX	398	12.68	1	2011-05-29 20:46:27 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0321278801			1	Domestic		0321278801			0	DEFAULT
Clay Shooting: A Complete Guide to Skeet, Trap and Sporting Shooting		1204G5FHK09	3C-W63R-Z752	5.44	1	2010-12-04 08:15:22 PST		y	1		Nice copy.  Pages are clean and unmarked.  Dust jacket has shelf rub marks.  Fast Shipping!  100% Satisfaction Guaranteed.	2				0706367634			2	Domestic,Next,Second		0706367634			0	DEFAULT
The Customer Differential  Complete Guide to Implementing Customer Relationsh...		1220GBWX5H3	3G-S8Y3-ITOR	18.99	1	2010-12-19 17:20:27 PST		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				081440622X			2	Domestic,International,Next,Second		081440622X			0	DEFAULT
Fundamentals of Interactive Computer Graphics (Systems Programming Series)		0310IAYFHRR	3N-EYHU-M4RQ	11.63		2011-03-10 13:46:16 PST		y	1		The dust jacket has some wear and bumps from storage and handling.  100% Satisfaction Guaranteed!!	11				0201144689			2	Domestic,International,Next,Second		0201144689				AMAZON_NA
Business of Comics: Everything a Comic Book Artist Needs to Make It in the Bu...		0403IMS3WHX	4	99.49	1	2011-04-02 20:33:36 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				082300547X			2	Domestic		082300547X			0	DEFAULT
Diagnosis and Evaluation in Speech Pathology (5th Edition) [Hardcover]		0530II0F3ZX	401	40.5	1	2011-05-29 20:46:32 PDT		y	2		Cover has some shelf scuffing. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0205272126			1	Domestic		0205272126			0	DEFAULT
Turbulent mirror: An illustrated guide to chaos theory and the science of who...		0530II0F489	402	9.8	1	2011-05-29 20:46:35 PDT		y	2		Stated "First Edtion" with full number line Dust jacket has some scuffing and edge wear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0060160616			2	Domestic		0060160616			0	DEFAULT
Essentials of Cultural Anthropology by Bailey, Garrick (Garrick Bailey)		0602IJZCFF3	404	3.99	1	2011-06-02 12:41:30 PDT		y	2		Clean pages and tight spine; Cover has a slight crease in lower right corner. Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0534586260			1	Domestic		0534586260			0	DEFAULT
Teaching Culture: Strategies for Intercultural Communication [Paperback]		0602IJZCI2X	405	4.99	1	2011-06-02 12:41:36 PDT		y	2		Nice copy with clean pages and tight, straight spine.Slight edge wear on cover. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				0844293296			1	Domestic		0844293296			0	DEFAULT
Day I Owned the Sky by Scott, Robert Lee		0606ILS6WI9	410	4.99	1	2011-06-06 14:09:44 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0553052489			1	Domestic		0553052489			0	DEFAULT
The Complete Woman's Herbal: A Manual of Healing Herbs and Nutrition for Pers...		0606ILS6X9R	411	4.99	1	2011-06-06 14:09:46 PDT		y	2		Very close to being new. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0805035370			1	Domestic		0805035370			0	DEFAULT
Closer to the Light: Learning from Near Death Experiences of Children		0606ILS6YFF	413	4.99	1	2011-06-06 14:09:50 PDT		y	2		Looks new. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0394579445			1	Domestic		0394579445			0	DEFAULT
The Monarch of Key West [Paperback] by Paule, David		0606ILS7369	416	8.98	1	2011-06-06 14:10:07 PDT		y	2		Clean pages and tight spine; slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0595222900			2	Domestic		0595222900			0	DEFAULT
Alcatraz: the True End of the Line [Paperback] by Darwin E. Coon		0606ILS74GX	417	4.99	1	2011-06-06 14:10:09 PDT		y	2		Signed by author #1422 1959-1963 Fast Shipping! 100% Satisfaction Guaranteed!	3				0967959225			2	Domestic		9780967959221			0	DEFAULT
The Critical Historians of Art [Paperback] by Podro, Professor Michael		0606ILS75CL	418	14.99	1	2011-06-06 14:10:13 PDT		y	2		There is some highlighting in the first 20 pages, balance are clean 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0300032404			1	Domestic		0300032404			0	DEFAULT
The Broken Spears: The Aztec Account of the Conquest of Mexico [Paperback]		0606ILS78H3	419	4.99	1	2011-06-06 14:10:15 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	3				0807055018			2	Domestic		0807055018			0	DEFAULT
Creating Customer Evangelists: How Loyal Customers Become a Volunteer Sales F...		0606ILS79XL	421	8.46	1	2011-06-06 14:10:27 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1419597213			2	Domestic		1419597213			0	DEFAULT
The Hand of The Poet: Poems and Papers in Manuscript [Illustrated] [Hardcover]		0610IOAB81F	422	4.99	1	2011-06-10 14:07:14 PDT		y	2		Book looks new but pages 115-120 have a crease 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0847819582			1	Domestic		0847819582			0	DEFAULT
Teaching Young Gifted Children in the Regular Classroom: Identifying, Nurturi...		0611IOFCSKF	426	4.99	1	2011-06-10 20:16:17 PDT		y	2		Clean pages. Book is almost "Like New" but there is a 1" x 3" piece cut out of title page. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				1575420171			1	Domestic		1575420171			0	DEFAULT
Relient K - Two Lefts Don't Make a Right ... But Three Do [Paperback]		0612IP3DG89	427	17.18	1	2011-06-12 14:02:19 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0634066412			1	Domestic		0634066412			0	DEFAULT
Insights (The Mcgraw-Hill Literature Series) by Carlsen, G. Robert		0612IP3DGHF	429	9.15	1	2011-06-12 14:02:21 PDT		y	2		Very nice copy with Clean pages, tight spine and some shelf scuffing on cover. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0070098093			1	Domestic		0070098093			0	DEFAULT
How to Reassess Your Chess: The Complete Chess-Mastery Course, Expanded 3rd E...		0404INBWFJF	43	16.48		2011-04-04 08:23:55 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1890085006			2	Domestic,Second		1890085006				AMAZON_NA
Tanks Aces: From Blitzkrieg to the Gulf War by Forty, George		0612IP3DGJX	430	7.28	1	2011-06-12 14:02:23 PDT		y	2		Book itself appears new and unread with clean pages and tight spine. However, the dust jacket has edge wear and a numner of small tears which detract from overall appearance. Fast Shipping! 100% Satisfaction Guaranteed!	2				0750914475			1	Domestic		0750914475			0	DEFAULT
Teenagers With Add: A Parents' Guide (The Special-Needs Collection) [Paperback]		0612IP3DGOX	431	4.99	1	2011-06-12 14:02:24 PDT		y	2		Nice copy - very clean overall and very little wear. I can only find about 5 pages with notes. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0933149697			1	Domestic		0933149697			0	DEFAULT
Playing With Fire: Creative Conflict Resolution for Young Adults; Fine, Nic		0612IP3DGRF	432	13.01	1	2011-06-12 14:02:27 PDT		y	2		Very slight corner bump from storage and handling.. Fast Shipping! 100% Satisfaction Guaranteed!	11				0865713065			1	Domestic		0865713065			0	DEFAULT
Pay for Results: A Practical Guide to Effective Employee Compensation First E...		0612IP3DGT3	433	19.77	1	2011-06-12 14:02:29 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				156343136X			1	Domestic		156343136X			0	DEFAULT
Homemade Holograms: The Complete Guide to Inexpensive, Do-It-Yourself Holography		0612IP3DGTX	434	148.46	1	2011-06-12 14:02:30 PDT		y	2		Has very minor edge wear from shelf. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0830634606			1	Domestic		0830634606			0	DEFAULT
Triumph twins & triples (Osprey collector's library) by Bacon, Roy Hunt		0612IP3DH9R	438	34.95	1	2011-06-12 14:02:38 PDT		y	2		1981 edition. Minor shelf scuffing on dust jacket. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0850454034			1	Domestic		0850454034			0	DEFAULT
The Making of the Masters: Clifford Roberts, Augusta National, and Golf's Mos...		0612IP3DHX3	442	10.55	1	2011-06-12 14:02:48 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0684857294			1	Domestic		0684857294			0	DEFAULT
Recruitment, Retention, and Employee Relations: Field-tested Strategies for t...		0612IP3DICX	445	37.95	1	2011-06-12 14:02:55 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0899306616			1	Domestic		0899306616			0	DEFAULT
Great Tales from English History: A Treasury of True Stories about the Extrao...		0612IP3DL39	448	6.34	1	2011-06-12 14:03:36 PDT		y	2		Clean pages and tight spine; Corner bumps and some cornerr curling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0316067571			1	Domestic		0316067571			0	DEFAULT
Industrial Marketing Strategy (Ronald Series on Marketing Management)		0612IP3DL89	449	9.95	1	2011-06-12 14:03:40 PDT		y	2		Very nice copy. No dust jacket. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				0471048798			1	Domestic		0471048798			0	DEFAULT
Secrets of Grandmaster Chess (New American Batsford Chess Library) by Nunn, John		0404INBWGKX	45	49.95		2011-04-04 08:24:05 PDT		y	2		Almost "Like New" Gently read; Clean pages; Fast Shipping! 100% Satisfaction Guaranteed!	2				1879479540			2	Domestic,Second		1879479540				AMAZON_NA
Hakka Search for a Homeland [Hardcover] by Kiang, Clyde		0612IP3DLJX	450	19.99	1	2011-06-12 14:03:43 PDT		y	2		Tight spine and bright pages. Dust jacket has minor shelf wear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0910042616			1	Domestic		0910042616			0	DEFAULT
Return of the Bird Tribes [Paperback] by Carey, Ken		1014ING6M59	451	4.99	1	2011-10-14 14:59:49 PDT		y	2		Gently read; Clean pages; Fast Shipping! 100% Satisfaction Guaranteed!	1				0062501887			1	Domestic		0062501887			0	DEFAULT
Why Do Catholics Do That? [Paperback] by Johnson, Kevin Orlin		0612IP3DM5L	453	4.99	1	2011-06-12 14:03:51 PDT		y	2		Gently read. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0345397266			1	Domestic		0345397266			0	DEFAULT
Become The Exception by Marchev, Mike		0612IP3DMTR	455	14.99	1	2011-06-12 14:04:05 PDT		y	2		Inscribed and signed by author on header page. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0970254709			2	Domestic		0970254709			0	DEFAULT
Walking with the Lord In Ordinary Time [Paperback] by Anselm W. Romb OFM CONV		0612IP3DMW9	456	16.69	1	2011-06-12 14:04:06 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0913382604			2	Domestic		0913382604			0	DEFAULT
Television Careers: A Guide to Breaking and Entering by Farris, Linda Guess		0612IP3DMXX	457	9.65	1	2011-06-12 14:04:08 PDT		y	2		Minor edge wear from storage and handling. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0963867318			2	Domestic		0963867318			0	DEFAULT
Bringing Heaven Down to Earth: 365 Meditations of the Rebbe [Hardcover]		0614IPME9P9	460	49.95	1	2011-06-13 20:05:14 PDT		y	2		Fast Shipping! Ships within 24 hours!	11				0968240801			1	Domestic		0968240801			0	DEFAULT
Problem-Based Learning for Math and Science: Integrating Inquiry and the Inte...		0618IS7O5EL	462	9.71	1	2011-06-17 21:13:12 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				1575173050			1	Domestic		1575173050			0	DEFAULT
Human Genetics (College) by Carlson, Elof Axel		0618IS7O78F	463	4.99	1	2011-06-17 21:13:13 PDT		y	2		Very nice copy. There are 5 dog eared pages and only a few pages with highlighting. No dust jacket. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				066905559X			1	Domestic		066905559X			0	DEFAULT
Making Mergers Work: A Guide to Managing Mergers and Acquisitions [Hardcover]		0618IS7O84X	464	8.89	1	2011-06-17 21:13:17 PDT		y	2		Dust jacket has very slight shelf rub and edge wear. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0870949802			2	Domestic		0870949802			0	DEFAULT
Praying For Sheetrock: A Work Of Nonfiction by Greene, Melissa Fay		0618IS7OJN3	468	4.99	1	2011-06-17 21:13:39 PDT		y	2		Gently read; Clean pages; Label on header page. Fast Shipping! 100% Satisfaction Guaranteed!	1				0201550482			1	Domestic		0201550482			0	DEFAULT
Careers in Criminology (Careers in... Series) by Morgan, Marilyn		0404INBWI79	47	4.1		2011-04-04 08:24:14 PDT		y	2		Gently read; Clean pages; Fast Shipping! 100% Satisfaction Guaranteed!	1				0737302720			2	Domestic,Second		0737302720				AMAZON_NA
Luther's Catechism: The Small Catechism of Dr. Martin Luther and an Expositio...		0618IS7OOM9	470	29.88	1	2011-06-17 21:13:47 PDT		y	2		Second printing 2003. No dust jacket. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0810008742			1	Domestic		0810008742			0	DEFAULT
Dr. Patrick Walsh's Guide to Surviving Prostate Cancer by Walsh, Patrick C.		0618IS7OPC3	471	4.99	1	2011-06-17 21:13:53 PDT		y	2		Gently read; Clean pages; Fast Shipping! 100% Satisfaction Guaranteed!	1				0446526401			1	Domestic		0446526401			0	DEFAULT
How to Feel a Real Golf Swing: Mind-Body Techniques from Two of Golf's Greate...		0618IS7ORGR	473	4.99	1	2011-06-17 21:13:59 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				039456121X			1	Domestic		039456121X			0	DEFAULT
Musics of Multicultural America by Lornell, Kip; Rasmussen, Anne		0618IS7OZMX	478	4.99	1	2011-06-17 21:14:15 PDT		y	2		Very nice copy with a few pages highlighted. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0028645855			1	Domestic		0028645855			0	DEFAULT
Voyage of American Promise by Morgan, Dodge		0618IS7P16R	479	63.41	1	2011-06-17 21:14:20 PDT		y	2		Dust jacket has some scuffing from storage and handling. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0395440963			1	Domestic		0395440963			0	DEFAULT
Are You There, Vodka? It's Me, Chelsea by Handler, Chelsea		0404INBWKB3	48	13.98		2011-04-04 08:24:17 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1416954120			2	Domestic,Second		1416954120				AMAZON_NA
Decorating With Silk & Dried Flowers : 80 Arrangements Using Floral Materials...		0326IJ47ND9	48-Q0FX-VT0E	4.99	1	2011-03-26 06:34:00 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0865733627			2	Domestic,Second		0865733627			0	DEFAULT
The Foundation Center's Guide to Proposal Writing [Hardcover] by Geever, Jane C.		0618IS7P2O3	480	4.99	1	2011-06-17 21:14:22 PDT		y	2		Very nice copy - some pages have highlighting. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	2				0879544929			1	Domestic		0879544929			0	DEFAULT
Make Anger Your Ally by Warren, Neil Clark		0618ISIB403	482	4.99	1	2011-06-18 06:44:13 PDT		y	2		Book looks new - in excellent condition. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				1561791210			2	Domestic		1561791210			0	DEFAULT
Think Out of the Box by Vance, Mike; Deacon, Diane		0618ISIB4KX	483	4.99	1	2011-06-18 06:44:15 PDT		y	2		Gently read Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				1564142787			2	Domestic		1564142787			0	DEFAULT
Adopting After Infertility by Johnston, Patricia Irwin		0404INBWKJF	49	5.95		2011-04-04 08:24:36 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0944934102			2	Domestic,Second		0944934102				AMAZON_NA
Creating Motion Graphics with After Effects (With CD-ROM) (DV Expert Series)		0618ISPRG1R	493	3.99	1	2011-06-18 13:46:17 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. CD not included Fast Shipping! 100% Satisfaction Guaranteed!	2				0879306068			1	Domestic		0879306068			0	DEFAULT
Collateralized Mortgage Obligations: Structures and Analysis [Paperback]		0618ISPRG3F	494	49.95	1	2011-06-18 13:46:20 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				1883249031			1	Domestic		1883249031			0	DEFAULT
We, the Alien: An Introduction to Cultural Anthropology [Paperback]		0620ITJ2FLX	498	32.98	1	2011-06-20 13:45:58 PDT		y	2		Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0881336378			1	Domestic		0881336378			0	DEFAULT
Getting to 'I Do' [Paperback] by Allen, Pat; Harmon, Sandra		0320IG1G183	4C-08Y1-FEPW	8.22		2011-03-20 12:13:15 PDT		y	1		Nice reading copy with some underlining.  Fast Shipping!  100% Satisfaction Guaranteed!	3				0380718154			2	Domestic,International,Next,Second		0380718154				AMAZON_NA
